,Name,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Age,Gender,TransactionCount,Duration,Peak Season,Before Season months,Months left for End of Season,AVG Sales,avg order cost,Loan Amount
756,Patricia Griffith,430548.9,138349.92,178831.94,129974.15,160601.68,164354.2,202951.18,193554.15,117169.8,162510.44,154799.66,142772.42,67,0,4259,11,1,0,0,181368,42.58464428269547,535156.5970784109
757,James Burgess,39756.27,31527.61,80438.65,76749.22,96371.74,58090.43,90827.88,94778.24,34013.12,23760.56,30517.18,23192.17,76,0,3501,14,0,2,5,56669,16.18651813767495,124678.19798127991
758,Sandra Griffin,185128.28,203056.17,128616.62,228685.71,127467.22,228806.06,183030.52,229698.82,270573.03,444950.09,402604.3,158731.75,56,1,4439,13,1,0,0,232612,52.40189231808966,904616.7492506098
759,Manuel Nguyen,75605.42,58273.37,67890.88,42091.39,49036.21,70831.82,77477.99,49431.61,51103.35,56079.04,139228.84,44571.84,48,0,3067,13,0,1,0,65135,21.237365503749594,207527.9957416931
760,Steven Taylor,41137.5,32918.92,54462.64,46188.73,57653.29,58158.55,47667.25,56139.18,51532.4,48169.8,54852.54,90199.98,46,1,4,11,1,0,0,53257,13314.25,100750.40994879066
761,Tanya Phillips,102805.14,212856.93,140523.69,191062.81,92163.76,69191.62,75628.91,87819.87,105207.67,76740.86,91821.96,90409.0,27,0,2575,14,1,0,2,111353,43.24388349514563,293423.85169660364
762,Andrea Bradley,178540.48,151978.62,161242.31,143856.03,142505.77,166941.31,203641.16,157623.05,345296.36,297865.2,347971.78,349003.32,23,0,4458,8,0,1,3,220539,49.47039030955585,690882.0716869575
763,Kathleen Mccoy,37839.0,36911.73,16992.3,21342.67,29418.98,16914.86,21542.63,19805.06,18467.88,19041.09,27027.46,29766.53,67,1,154,6,0,2,1,24589,159.66883116883116,97106.06598754952
764,Christopher Gordon,176112.44,199255.46,187774.74,128072.51,194926.84,150095.85,134848.87,161306.2,330694.86,466682.77,119409.85,151821.06,79,1,4426,13,1,0,1,200083,45.20628106642567,622863.9368603872
765,Angel Sanchez,125313.99,70931.15,97745.42,99770.18,115598.94,108396.23,84042.87,191861.94,139006.41,165031.36,155620.84,72443.8,25,1,2019,11,1,0,3,118814,58.84794452699356,363181.36687079276
766,Timothy Ross,149118.66,138996.73,235567.76,168068.82,184716.92,191303.07,162464.31,210152.48,239312.91,175272.52,156476.47,247000.84,43,1,1030,8,0,2,0,188204,182.72233009708737,441682.7799505822
767,Joshua Humphrey,156622.34,113050.85,160444.09,85413.59,82753.46,70179.25,62087.21,89577.96,103936.41,86804.95,63731.65,88471.79,16,1,3185,12,0,3,2,96923,30.431083202511775,210681.78742478378
768,Valerie Bennett,121333.97,143296.02,380386.96,316765.46,261829.69,229302.34,271210.68,268852.33,339639.4,234278.77,363087.26,131293.71,47,0,2996,23,0,1,8,255106,85.14886515353805,545494.6318932602
769,Patricia Schwartz,140987.39,150303.48,147409.25,90709.86,95446.26,96019.69,286046.09,121066.31,134141.04,90874.61,151078.56,140104.28,28,1,2575,6,1,0,0,137016,53.21009708737864,548320.9065463647
770,Nancy Garcia,207714.98,202592.57,433414.99,546135.26,627015.78,410403.24,489347.7,502436.72,157215.8,123761.84,122280.06,198861.52,65,1,2026,7,0,3,5,335098,165.39881539980257,667617.2839565536
771,Melissa Phillips,47927.52,64423.61,59569.52,67972.31,57923.13,76027.2,69615.52,43282.9,53542.66,51192.31,61437.7,90678.19,32,1,455,23,0,1,0,61966,136.189010989011,295850.196740229
772,Thomas Perez,135224.39,142025.23,133922.77,166768.69,171380.35,119968.77,157394.89,354265.55,245950.06,235498.71,112368.16,145268.65,24,0,3729,11,0,2,2,176670,47.37731295253419,525442.6903970613
773,Carrie Price,85519.86,85721.14,55673.27,63901.93,80497.52,86302.59,57548.75,106566.42,111776.17,69654.67,88364.69,52889.96,41,0,1267,3,0,2,1,78701,62.11602209944751,147536.945105524
774,David Henson,106041.56,157642.84,343694.95,339617.71,356905.86,330754.25,222893.77,254395.64,283457.37,322124.85,153196.92,131011.01,51,0,2635,16,0,1,7,250145,94.93168880455408,498697.2577242806
775,Michael Swanson,113283.14,146657.79,129505.04,93402.49,95865.04,287904.62,279492.24,103537.81,93626.45,122839.15,101838.68,107832.83,33,1,4406,5,1,0,0,139649,31.695188379482524,474633.73016025056
776,Katherine Davidson,599912.68,594850.79,678090.37,199728.67,212126.33,221458.55,156433.33,177665.04,202866.92,202887.57,198243.63,202317.38,79,1,1192,5,1,0,0,303882,254.93456375838926,544544.5364528747
777,Mallory Houston,110976.67,166037.75,184355.15,401943.3,585070.45,477516.74,385441.88,185424.19,177566.21,124751.57,156633.0,168961.16,20,1,2751,11,0,3,3,260390,94.65285350781534,692796.4034719353
778,Jamie Barr,203087.21,194900.25,651135.91,728397.13,468105.03,416352.77,511557.76,163178.04,173656.55,151742.89,194656.0,160674.51,26,1,1688,5,0,1,4,334787,198.33353080568722,799596.2475349063
779,Madison Reyes,118450.64,114341.15,82373.12,104046.62,142325.11,169660.81,103707.03,103126.51,121215.38,119977.73,109761.15,108854.4,69,1,1054,11,1,0,0,116487,110.51897533206831,485947.86191607534
780,Elizabeth Gonzalez,176937.42,176654.92,131654.42,177251.74,149917.41,158819.11,296916.19,310524.96,303423.56,128319.9,145140.65,185105.17,41,1,1151,8,0,1,2,195055,169.46568201563858,725189.1286196006
781,Amy Williams,185837.31,227398.42,502843.07,574851.63,178317.08,171980.45,199997.79,204642.25,168406.57,136528.08,188769.41,208542.68,17,1,1492,13,1,0,1,245676,164.6621983914209,674680.4338778305
782,Chase Contreras,48539.46,56519.54,76211.24,50946.16,162094.93,198723.34,133991.3,151210.56,155734.19,49577.0,69547.14,60604.44,60,0,4828,6,0,2,4,101142,20.94904722452361,145600.8868174519
783,Scott Pollard,217708.94,128518.55,450153.62,466842.72,397809.13,393750.91,442921.18,406043.65,310611.44,212378.23,160218.63,209028.49,21,0,1799,14,0,1,6,316332,175.83768760422456,869129.693663556
784,Edward Spencer,91472.01,103097.94,80146.53,125198.84,99382.46,79000.01,114671.89,91158.69,128500.95,77039.03,82648.97,180932.78,55,0,2926,15,0,1,0,104438,35.6930963773069,309443.23719219316
785,Sherry Campbell,201544.06,173193.29,210137.64,268638.23,334480.39,378543.69,328479.29,346590.37,467782.91,359012.67,279678.39,203516.5,46,1,1369,8,1,0,5,295966,216.19138056975896,348867.7906918181
786,Michael Zimmerman,141071.74,141178.74,144682.53,132089.81,114193.35,83029.3,84362.59,98489.52,96720.38,123721.47,310646.03,212693.55,71,0,2616,9,0,3,1,140240,53.608562691131496,287680.37351521006
787,Chelsey Webster,107679.27,158102.32,95029.04,125271.51,134327.82,100352.28,96134.85,102567.63,131458.83,190883.97,118151.11,138093.54,60,0,194,10,0,1,0,124838,643.4948453608248,653813.4618512314
788,Julie Ford,51632.14,51462.74,34509.71,51705.48,99261.63,46254.65,50871.71,52320.65,51661.86,50257.34,42760.15,44824.65,67,0,2717,11,0,3,0,52294,19.246963562753038,207076.88186507355
789,Edward Green,52004.03,64327.05,67438.08,57701.67,69937.24,59211.08,53367.51,47013.54,50155.33,73128.91,98884.69,83367.85,48,1,2336,20,0,3,1,64711,27.701626712328768,246040.16371925376
790,John Herrera,207699.74,209224.0,145478.19,180905.88,306449.53,423400.73,411066.37,445020.03,343020.25,145540.62,235892.21,198778.8,73,0,3129,5,0,1,4,271040,86.62192393736018,752054.8728419672
791,Andrew Martin,130462.92,185191.24,155014.36,152152.92,220178.03,207206.17,217900.69,238114.47,252257.41,308166.63,281267.31,207664.97,29,0,2959,7,0,3,6,212965,71.9719499831024,770404.3286240231
792,Mark Garza,220020.02,149548.82,136966.23,219376.15,123580.45,125985.58,202676.3,132821.06,155342.07,84676.0,49077.61,68107.47,16,0,2954,7,1,0,2,139015,47.05991875423155,172644.55898072393
793,Danielle Lee,184574.93,107101.28,123062.5,123847.41,148786.31,153982.62,185794.47,183319.19,137906.63,158882.06,126834.36,202266.07,72,1,2756,7,1,0,0,153030,55.52612481857765,597090.1119006156
794,Kimberly Clark,123057.2,95979.28,79817.49,80116.73,76304.43,103972.28,84736.52,207641.81,195275.7,130762.5,87467.13,91310.81,36,1,998,9,1,0,1,113037,113.26352705410822,508711.6985748545
795,Catherine Thompson,78928.91,92706.92,77424.79,86195.34,103410.06,106582.01,81539.73,100073.79,113020.76,79937.01,91096.3,182311.53,73,0,1538,22,1,0,0,99436,64.65279583875163,447693.2032193373
796,Beverly Leonard,28952.19,26202.08,21606.38,32876.21,33055.97,25639.69,20887.54,93391.73,74597.85,96295.11,22493.74,27086.42,19,0,3929,14,0,3,2,41924,10.670399592771698,124202.22219316027
797,Andrew Acevedo,105075.4,79807.32,66030.57,52983.42,58026.84,60178.54,48458.55,47628.05,50811.28,62636.63,55574.88,44586.4,28,1,528,16,1,0,0,60983,115.49810606060606,252490.6060207158
798,Mary Johnston,146774.35,591964.16,724273.19,599603.86,395700.25,584664.36,630194.75,507659.55,226704.35,136408.18,151415.07,224944.28,76,1,80,12,1,0,1,410026,5125.325,718654.8540265452
799,Thomas Berry,359183.77,542203.92,566940.45,401949.07,567146.1,157012.84,162955.59,151725.47,197254.67,114569.13,132554.69,186880.12,70,1,4120,12,1,0,0,295031,71.60946601941748,416398.7790277419
800,Trevor Reynolds,64340.59,70984.38,135434.89,174291.79,150337.45,156211.36,102819.6,168195.58,83607.24,99751.62,106724.61,75904.49,24,0,2612,4,1,0,2,115717,44.302067381316995,253247.56884345785
801,Kenneth Franco,155932.33,128920.15,126167.4,133410.57,142502.41,144632.64,118203.13,163413.66,94711.79,117721.76,140370.36,203417.4,75,1,3644,6,1,0,0,139117,38.177003293084525,298152.1022579
802,Sean Holt,153052.81,123837.6,472010.62,390345.62,447517.56,373459.44,441804.66,385958.19,199768.35,134775.37,168792.16,175558.87,31,1,2507,3,1,0,2,288907,115.24012764260071,398692.49844332115
803,Jasmine James,36889.28,38394.21,36919.99,24561.63,51969.99,61010.79,52954.02,31532.35,27182.72,38112.88,24959.01,36265.19,67,0,4139,12,0,3,2,38396,9.276636868808891,139095.58726703326
804,Jessica Spencer,98437.96,100092.01,86626.9,113139.57,94230.71,181233.61,234077.83,102573.57,96224.76,121549.42,125095.27,112298.34,38,1,3040,9,1,0,1,122132,40.175,198953.95225714668
805,Timothy May,160175.99,152586.85,150520.99,119341.72,206143.8,211050.01,199326.04,198992.54,144637.44,468041.52,133712.51,115881.78,20,0,56,16,1,0,0,188368,3363.714285714286,661820.5591716527
806,William Cobb,142715.29,150320.97,91022.44,117654.35,207206.62,171504.42,213410.0,227530.15,246977.62,205880.57,117655.65,110647.07,46,1,3748,6,1,0,1,166877,44.52427961579509,290716.98251283733
807,Timothy Davis,231813.31,240528.26,148996.67,204423.77,151432.42,224459.5,198514.5,186991.75,146360.84,458266.99,174615.06,249193.15,27,1,4712,8,1,0,0,217966,46.257640067911716,439385.1740432786
808,Jennifer Bennett,113966.52,221057.97,347165.63,234433.43,335972.3,110100.44,161087.82,134547.82,158598.88,142964.74,115490.93,138384.53,21,0,204,22,1,0,2,184481,904.3186274509804,654144.4357906423
809,Michael Potter,147053.27,114866.39,85899.08,97040.96,89600.04,100026.28,106708.51,119356.34,143021.75,123709.48,214200.88,167363.51,39,1,1174,7,1,0,0,125737,107.10136286201022,258000.47862440743
810,Alicia Sanchez,175166.3,143794.74,171864.28,122149.27,167240.99,104185.87,110211.29,159535.67,112814.01,155828.82,243372.96,370731.5,23,1,879,9,0,3,1,169741,193.10693970420934,419529.8034891981
811,Kimberly Irwin,140937.01,107231.82,127262.71,125916.3,121285.98,113853.79,112506.98,187735.01,175047.67,144478.8,233315.95,233430.84,44,0,3897,16,0,2,4,151917,38.98306389530408,528208.069238929
812,Shannon Bishop,162965.03,212718.65,219681.32,222528.45,228958.94,141365.97,212090.84,555428.17,489325.34,350713.52,488351.88,146259.95,76,1,2894,18,0,3,3,285866,98.77885279889426,894681.4071588716
813,Wendy Nelson,67035.28,51342.35,41655.1,51715.06,43086.3,41912.99,50222.63,140036.25,47162.08,61671.92,73889.1,45053.16,64,1,2645,3,1,0,0,59565,22.519848771266542,121328.43394733575
814,Julie Coffey,20355.75,20036.35,83541.38,58070.61,76035.88,55549.1,75172.32,49367.24,80208.02,27831.33,21894.33,29056.49,35,1,3159,6,0,3,6,49760,15.75182019626464,52043.44203211298
815,Troy Alvarado,25728.13,52644.15,41699.4,37804.03,40883.69,34463.26,41397.16,25055.45,25906.1,31572.26,26841.41,42326.89,53,1,238,10,1,0,0,35527,149.2731092436975,71687.73772274707
816,Barbara Webster,83001.52,76773.04,76141.14,67586.81,68392.4,66204.39,76038.96,64686.01,66426.19,73167.06,112036.99,49545.69,23,1,2559,24,0,3,0,73333,28.6568972254787,321473.556843679
817,Deborah Williams,223399.18,146359.31,186895.82,180002.23,237935.04,244995.59,440832.22,351088.8,287864.21,329842.75,322500.98,403233.38,36,0,4565,11,0,3,5,279579,61.24403066812705,776579.3607782095
818,Andrea Figueroa,58689.08,124586.94,134671.62,135980.82,119428.89,111682.66,143822.48,100848.51,74433.46,59608.48,69441.76,62365.51,36,0,650,22,0,3,6,99630,153.27692307692308,260526.9796002925
819,Jeremy Lewis,255348.74,199328.42,210045.23,182434.24,181295.99,251288.16,143121.85,256027.03,306504.28,221956.97,253527.49,160534.89,20,0,4226,10,0,2,0,218451,51.692143871273075,565994.0367186859
820,Sabrina Hutchinson,30390.09,31061.09,59773.83,87833.5,64795.67,82992.25,78960.02,93269.55,32208.11,43870.52,47460.84,30590.45,54,1,1519,9,1,0,0,56934,37.48123765635286,121918.70363614649
821,Michael Patrick,68593.45,102373.51,60963.03,73764.73,61037.87,78615.06,93047.9,173014.59,80503.23,104564.37,77919.02,104845.27,31,1,2351,7,1,0,0,89937,38.25478519778817,197002.2358208865
822,Austin Scott,96607.69,112079.5,242461.75,433284.76,312656.34,320262.21,329822.61,261307.08,373709.88,330750.15,97663.03,140533.3,56,0,4945,4,0,1,7,254262,51.417997977755306,277304.52845406457
823,Heather Henson,71024.36,102690.39,96437.14,88389.77,107887.9,77195.92,72276.18,275606.37,214171.25,274517.27,87835.5,90397.16,19,0,2472,10,1,0,0,129869,52.53600323624595,267748.4291283852
824,Veronica Williams,55250.18,57106.79,51290.78,105814.77,112076.8,35235.82,48327.95,47146.01,35018.81,56275.06,46215.7,42888.87,78,0,1015,9,1,0,1,57721,56.867980295566504,128261.089176883
825,Rebecca Smith,133262.3,164112.92,109349.04,150169.15,154026.39,154682.36,184336.02,106684.05,130340.43,107811.92,254220.19,121770.33,26,1,1758,7,1,0,0,147564,83.93856655290102,676918.7567307904
826,Michelle Young,140457.76,153940.67,144641.73,114996.81,129646.72,230078.19,158077.1,145038.92,149183.0,112909.7,154591.44,167036.69,46,0,3596,11,1,0,0,150050,41.72691879866518,337981.37203447113
827,Roger Flores,194952.57,111420.95,169870.97,163062.04,173512.55,192964.58,116376.86,150395.39,306102.98,493585.11,360543.81,401705.38,32,0,3827,5,0,2,3,236208,61.72145283511889,615813.9868731573
828,Kimberly Lowe,41258.65,50595.94,40966.74,54616.41,45905.5,40425.13,57004.32,47219.85,46523.98,82722.59,79612.98,105413.06,27,1,2170,19,0,3,2,57689,26.58479262672811,258548.57069282857
829,Thomas Hernandez,107650.66,72143.7,67478.56,71031.26,104321.24,106787.99,81642.71,73199.8,91467.44,95737.56,92912.57,180321.39,24,0,4133,12,0,1,0,95391,23.080329058795066,366622.395627412
830,Gary Sawyer,257945.51,199066.79,199236.47,309348.14,262001.41,278808.09,188069.29,239884.44,195854.45,182345.16,111251.01,89833.89,26,1,3139,9,0,3,9,209470,66.73144313475629,424094.7593379392
831,Jason Graves,153101.76,149743.97,255307.64,246794.89,368530.36,324955.44,259225.19,365056.76,374684.86,259599.85,253387.78,248896.23,25,0,2296,5,0,3,9,271607,118.29573170731707,764443.6724674826
832,Angelica Alvarado,189181.11,163293.79,127158.01,196412.92,127989.32,162614.86,180327.48,147491.95,192482.21,122640.99,519128.65,305516.46,68,1,2768,18,1,0,1,202853,73.28504335260115,655084.5427427251
833,Omar Ford,137498.34,206483.25,167301.11,168842.09,167467.57,253475.09,229570.1,221714.82,165077.38,198267.42,338273.11,444187.04,41,1,326,19,1,0,1,224846,689.7116564417178,856792.3091426869
834,Jermaine Delacruz,66327.74,94750.98,63304.45,102514.08,86937.69,62397.31,227449.63,218825.32,79472.67,76836.47,62795.59,95727.73,24,0,842,12,1,0,0,103112,122.46080760095012,382062.10634317494
835,Ashley Hernandez,170471.28,134533.14,146686.79,149783.67,157814.93,169124.39,222158.63,195240.68,210633.9,139891.32,203887.47,535064.88,67,0,1893,17,1,0,0,202941,107.20602218700475,631492.491142713
836,Robert Gordon,93656.41,83800.18,102570.25,96216.64,96621.18,109078.39,131372.59,82623.85,131815.09,306401.43,286668.6,122835.79,17,1,3275,6,0,1,1,136972,41.82351145038168,357711.25526194024
837,Breanna Cunningham,126660.12,339479.01,189587.68,186737.95,187156.52,240797.66,232425.35,281374.18,251219.42,269222.68,139318.44,87507.15,39,0,2049,8,0,3,8,210957,102.95607613469986,260861.40457311782
838,Isaac Hogan,32130.2,51443.12,38714.35,37143.86,34479.99,56643.23,38976.16,46866.25,52270.41,32030.5,74776.65,83118.25,21,0,2758,12,1,0,1,48216,17.482233502538072,216061.01096096725
839,James Perez,161397.65,130331.5,150665.77,161027.06,117176.06,133421.78,92808.74,463307.75,351821.87,344029.85,147851.4,146040.97,17,1,1049,8,0,3,2,199990,190.64823641563393,271742.3986515033
840,Alicia Tate,241777.22,185412.15,243062.01,208411.35,143825.26,162083.74,240967.78,230925.55,244089.61,219954.75,386340.89,378663.49,43,0,3220,12,0,1,1,240459,74.67670807453416,561533.7956589122
841,Albert Ray,348817.03,355618.37,356045.61,392003.1,237174.56,306918.58,361848.18,348536.62,237640.26,287797.37,236139.82,107409.6,59,0,3993,3,0,3,10,297996,74.62960180315552,303291.860496585
842,Julie Miller,115927.83,123493.37,93159.23,98685.41,136623.59,145690.41,275279.14,439713.26,464046.37,134174.28,131799.2,162086.73,69,0,3998,16,1,0,1,193390,48.37168584292146,633894.2684610452
843,Gregory Parsons,59838.89,50674.24,54434.39,38072.13,55814.42,53443.08,124581.62,158215.29,146199.43,137671.86,54540.94,52619.26,22,1,572,9,0,2,3,82175,143.6625874125874,236340.82224904376
844,Jill Ortiz,49514.23,68079.87,67533.34,51707.23,72897.08,60894.12,61724.48,52961.48,74727.62,60624.19,105565.88,118705.46,17,1,2141,10,1,0,0,70411,32.88696870621205,268842.95531814074
845,Amy Rice,190396.59,199037.7,157772.98,210213.37,146657.53,154387.86,173691.36,134668.96,160757.5,227638.68,221685.04,425748.63,48,1,2568,7,1,0,0,200221,77.96767912772586,411219.1931112571
846,Sarah Holloway,204045.92,175147.43,220081.76,209968.05,235003.96,432365.47,509258.07,504975.79,531866.08,430639.23,470742.72,432250.38,78,0,454,18,0,3,6,363029,799.6233480176212,743456.0494416715
847,Deanna Bailey,119277.97,97810.38,107696.94,110057.03,137047.92,106469.85,129313.04,237129.5,297676.29,339537.35,269276.01,310196.85,39,1,933,9,1,0,0,188457,201.99035369774919,520757.79339554056
848,Megan Huffman,304724.01,293680.24,236933.86,253689.25,213837.07,221819.34,190227.61,265933.35,337797.84,264983.14,315041.12,161118.76,17,1,4422,9,0,2,10,254982,57.66214382632293,390741.51456714206
849,Amanda Morales,32380.31,23856.88,72281.46,104367.07,95402.5,77488.89,71634.39,87942.81,109176.16,89026.25,86247.55,23780.32,44,0,4681,13,1,0,5,72799,15.552018799401838,123076.95187270507
850,Timothy Jacobs,132506.2,160270.39,254598.98,295361.36,216485.24,288083.3,196191.9,208299.37,217736.57,169230.02,102387.66,152799.7,30,0,2085,6,1,0,1,199496,95.68153477218226,619504.7841094281
851,Monica Murphy,136059.61,300077.17,253667.43,306018.31,222418.31,337495.8,386433.52,129726.72,174758.84,119133.26,159601.71,105742.09,71,0,469,9,1,0,1,219261,467.5074626865672,488102.8509898985
852,Cody Ewing,187835.8,195391.17,158571.61,170282.22,121741.05,157615.21,160703.96,205331.27,195955.63,147239.59,118702.37,104023.48,23,0,4411,5,1,0,1,160283,36.33711176603945,376860.0875058532
853,Wendy Arellano,174668.4,182773.71,178577.37,281078.49,280525.03,428655.44,355872.54,314573.78,409348.14,258476.14,392448.57,356817.62,29,0,1554,12,0,2,8,301151,193.7908622908623,777767.6780881902
854,Paul Bates,51173.82,43845.17,146104.47,171447.88,167063.64,133395.63,117643.28,61489.44,63017.25,41789.3,43764.2,42181.9,39,0,1966,6,0,1,4,90243,45.90183112919634,129032.55090674189
855,Mariah Elliott,167923.29,229072.62,230999.86,161283.48,162909.72,189075.35,168610.51,177550.11,624398.0,621299.94,376402.27,229638.62,71,0,2509,10,0,1,2,278264,110.90633718612993,382980.5099200986
856,Jason Turner,216072.37,202663.86,162602.57,168104.73,178831.69,205674.39,179767.92,516119.16,319471.29,351764.12,430235.03,213563.09,58,0,772,11,1,0,1,262073,339.47279792746116,796707.0577769536
857,John Brown,174847.01,138596.88,160908.47,205020.46,219133.06,401960.89,422231.16,340390.51,514491.87,369157.04,498106.92,513707.25,26,1,623,5,1,0,2,329879,529.5008025682183,555561.5130449875
858,Felicia Alexander,128700.09,113274.79,103048.72,101286.97,81280.15,111355.06,129408.55,105770.16,98304.95,151733.61,203292.91,120462.43,77,0,2901,11,1,0,1,120660,41.59255429162358,375599.6216895181
859,Sue Ferguson,129203.78,278596.61,228020.04,254573.25,333910.43,267820.72,82041.71,132717.34,133186.54,89150.41,97198.88,95911.53,35,0,497,11,1,0,1,176861,355.85714285714283,325991.561967607
860,Timothy Patel,61084.11,52357.03,55337.84,60488.98,56172.27,81194.2,29337.8,35738.69,33020.47,23462.33,38419.46,33195.01,39,1,634,18,0,3,5,46651,73.58201892744479,118570.18291744927
861,Shannon Gonzalez,138098.23,119935.87,142521.51,142009.84,98347.02,149134.48,160788.59,140850.67,377249.92,361208.68,108526.09,150762.55,41,1,1371,21,1,0,1,174119,127.00145878920496,673351.6533996701
862,Bradley Adams,89696.13,89743.08,108262.05,87283.56,102243.81,85484.68,106079.63,143068.19,116239.45,121106.59,120207.05,206247.96,22,0,4298,6,1,0,0,114639,26.672638436482085,362373.60616113513
863,Andrew Patel,153879.98,175177.35,160965.22,178071.02,196861.9,217763.22,173855.63,203571.41,242511.88,200199.65,145325.85,176476.23,59,1,1773,18,1,0,0,185388,104.56175972927242,712208.4510270252
864,Steven Wilson,182717.56,172246.87,186376.19,187203.73,175363.14,158171.96,173529.97,180990.68,125371.47,125403.88,114299.37,371525.7,69,1,951,13,0,3,0,179433,188.6782334384858,460642.41232035845
865,Amy Young,182864.92,214845.85,139966.96,178080.41,136910.15,168236.94,151995.01,217940.17,134057.24,166711.56,276422.54,384085.62,44,0,4680,3,0,1,1,196010,41.88247863247863,353257.0553500997
866,David Smith,145245.55,103095.27,95713.2,150806.15,107688.51,85424.96,90646.04,175331.0,249108.37,155935.03,240104.56,106670.64,65,1,3098,9,0,2,3,142147,45.88347320852163,340637.4573920069
867,Ashley Mosley,85866.58,103237.64,91292.74,180125.62,116060.1,183186.03,62997.47,60325.96,81544.69,62663.92,80692.44,79777.06,32,1,674,11,0,1,2,98981,146.85608308605342,181520.28187375423
868,Kathleen Avila,76954.06,72673.16,88342.04,102580.83,84085.99,51932.65,39814.24,51855.83,32017.85,32405.13,30539.81,39540.03,80,0,4512,18,1,0,0,58562,12.979166666666666,151779.3852001224
869,Yvette Henry,117492.21,93577.85,117660.83,91447.04,107824.8,86436.11,116611.42,120762.96,114175.11,255906.03,183047.07,66584.16,44,1,2589,12,0,2,1,122627,47.36461954422557,233936.8961021133
870,Kayla Nelson,28807.91,33100.57,35439.23,37354.42,30319.98,28656.81,30565.96,32521.89,37438.84,23139.75,28580.48,93897.91,73,0,1614,7,0,3,0,36652,22.708798017348204,107861.16949213667
871,Cindy Martin,32456.16,39647.23,29031.56,123826.25,126821.4,134638.35,92524.0,97875.08,81245.02,30962.01,41847.0,30762.49,52,0,2084,18,1,0,3,71803,34.45441458733205,134283.28166355542
872,Stephanie Patterson,23884.27,54725.04,59836.86,49412.66,60583.29,31627.43,23369.19,39232.05,23096.91,32795.78,23042.76,25353.55,16,0,844,5,1,0,3,37247,44.13151658767772,128261.39340101727
873,Gary Mitchell,102817.57,94645.96,127397.17,114205.97,220987.07,182737.57,251142.62,245648.71,190585.44,204214.22,180982.77,115764.07,41,1,4154,19,0,3,6,169261,40.74650938854116,501497.0314478589
874,Angela Dunn,173223.78,108865.6,160407.81,104311.82,181475.36,183448.53,148949.78,168472.52,150097.73,107246.73,185162.11,159470.13,64,0,1468,11,0,3,0,152594,103.94686648501363,611877.183985878
875,Kathryn Hernandez,88825.28,92866.28,103888.79,106903.41,113420.17,91045.36,125398.49,92206.38,242790.53,147512.24,174950.4,99999.43,18,0,2590,10,1,0,0,123317,47.61274131274131,274446.52767809835
876,Nathan Cabrera,30975.53,48099.42,29606.74,46933.16,41464.07,47149.85,28965.56,56876.01,59578.66,82371.71,51621.17,43817.37,49,0,1716,15,1,0,1,47288,27.557109557109555,136805.36649025642
877,Linda Jenkins,120978.28,136248.14,85560.56,92060.95,255727.44,256052.32,101778.71,124952.29,107651.02,85065.54,88187.96,142853.22,28,0,4980,13,1,0,0,133093,26.72550200803213,313865.2597753173
878,Peggy Anderson,120421.2,132879.41,126301.38,181989.04,186775.31,123367.14,176778.82,362237.52,353523.2,470776.96,502820.73,168938.73,22,0,55,21,1,0,1,242234,4404.254545454545,786511.6331498435
879,Anthony Briggs,220889.72,202523.72,229459.05,208081.17,184012.09,196342.87,223979.37,226430.59,196067.1,158917.06,162124.43,557180.41,52,1,3642,8,1,0,0,230501,63.28967600219659,417183.5420912894
880,Leslie Wall,186995.99,211717.47,235672.17,160490.76,152137.32,507677.02,150111.52,185141.04,242966.77,162955.16,137000.64,189257.99,50,1,3171,15,0,1,0,210177,66.28098391674551,620240.326243378
881,Michael Rodriguez,42487.78,46286.54,41671.11,50858.29,50320.02,34397.27,49824.19,35789.13,131498.63,91392.4,51648.05,42811.68,33,1,2363,16,1,0,1,55749,23.59246720270842,166184.04574808615
882,Linda Arnold,74345.42,107015.94,109026.44,87917.42,97019.2,82458.77,75519.0,70400.34,113017.12,100057.57,89601.27,245682.27,51,1,3983,9,1,0,0,104338,26.19583228722069,426460.2388130317
883,Craig Armstrong,163616.13,268016.56,277387.55,242225.06,172951.67,155304.83,125361.13,169412.14,115197.93,113413.31,151421.94,121670.36,38,1,2024,16,0,2,3,172998,85.47332015810277,426771.0984070305
884,Christina Stephens,254548.66,241742.26,250888.23,202003.45,164808.98,179237.49,212895.06,158034.44,242383.79,160732.66,409258.05,184460.88,30,1,1589,7,1,0,0,221749,139.55254877281308,636133.2778233361
885,Richard Harrington,87930.19,86044.45,81716.81,61782.26,66517.57,82659.94,87799.53,85225.87,83344.62,68858.26,85169.39,124227.05,15,1,1205,10,1,0,0,83440,69.2448132780083,240251.52697532266
886,Whitney Reeves,135550.81,138920.0,141116.58,169204.91,108015.99,188401.19,239497.46,241156.97,117535.83,136004.95,128394.99,118387.34,77,1,2023,16,0,1,2,155182,76.70884824518042,556901.2974654712
887,Christopher Allen,120523.31,103428.65,506618.24,431817.5,511199.56,478409.84,314270.95,480465.98,286474.72,95595.09,96979.66,106382.67,48,1,92,14,0,2,6,294347,3199.4239130434785,542277.8838944791
888,Anne Smith,117139.79,315882.65,220930.56,329998.35,287213.03,325265.48,285097.34,284245.18,246979.03,89605.08,116701.52,89980.35,49,1,4502,9,1,0,4,225753,50.14504664593514,400384.83806097676
