,Name,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Age,Gender,TransactionCount,Duration,Peak Season,Before Season months,Months left for End of Season,rate,AVG Sales,Loan Amount
755,Nicholas Patel,132729.38,107408.69,99928.47,98283.33,147051.92,154578.88,96265.29,402562.64,459679.57,351868.0,257460.69,414529.92,15,1,2843,13,0,1,4,79.79669363348576,226862,316744.5430968921
756,Crystal Bailey,176862.97,193296.55,344370.62,541508.29,367641.66,187528.25,139630.53,147107.67,142240.02,170882.65,166753.72,151258.49,18,1,3804,9,0,1,2,59.78522607781283,227423,388246.89202029456
757,Ronald Soto,399728.36,415281.41,470856.44,537119.36,668238.84,391930.69,508393.29,508216.11,657372.23,172343.1,151638.09,167323.83,75,1,3107,23,0,3,8,135.40489217895075,420703,937102.3617431843
758,Randy Warner,78254.89,62322.71,63497.83,64356.55,81319.48,75744.12,48671.55,124204.81,62504.76,71350.62,80141.99,49530.67,69,0,2202,19,1,0,0,32.618074477747506,71825,314149.5259386816
759,Laurie Parker,94918.83,92402.05,95130.67,86382.5,332005.19,293064.0,109882.76,110105.42,136086.49,137518.87,98252.49,126503.13,35,0,2755,14,0,3,1,51.792377495462794,142688,455620.8880410835
760,Nancy Case,183359.06,238749.91,240584.04,235447.98,209160.38,380082.07,223217.48,253266.81,173248.33,145002.42,203708.34,158613.98,43,0,3548,10,0,2,0,62.11104847801578,220370,751847.4646069903
761,Cory Williams,66747.21,85211.63,67716.82,70430.76,113712.71,186237.19,172758.47,126272.78,73670.53,71877.68,65363.28,56825.93,44,0,2226,16,0,2,3,43.307277628032345,96402,216718.41705376946
762,Donald Kelley,143705.9,123283.78,152783.04,121343.52,156440.73,276829.75,247043.23,194647.69,202751.57,329124.36,292380.06,229838.71,52,0,3469,8,0,2,6,59.339290861919864,205848,334802.96832030924
763,Monique Clark,79501.44,89155.48,89080.42,181007.54,274808.96,273552.39,186217.5,188347.74,86736.99,69405.84,91854.58,59045.02,63,0,4641,8,1,0,0,29.963154492566257,139059,176079.9539026087
764,Sarah Shaw,61386.47,57367.2,162399.62,186400.3,162116.08,191274.01,227603.77,165143.96,236220.31,225888.55,201523.01,68860.08,29,1,4568,11,1,0,8,35.50394045534151,162182,272709.5015195652
765,Jill Juarez,85940.48,72574.41,69864.19,90216.23,125821.67,77398.6,127363.47,105912.05,118890.97,71969.55,104087.76,79655.81,79,1,3932,12,1,0,0,23.942268565615464,94141,312735.30196873663
766,Shannon Harris,242385.35,243564.1,247316.83,212540.25,281012.16,204698.4,224586.85,213903.39,203271.09,271454.83,217620.32,127186.63,53,0,361,16,0,3,10,620.8531855955679,224128,473459.0094467079
767,Melinda Tucker,172399.11,141423.74,216630.14,140704.17,170241.43,139791.35,127697.06,170869.52,357740.75,316623.21,142158.09,196763.74,22,1,1258,10,0,2,1,151.89745627980923,191087,590091.24259554
768,Teresa Dougherty,177986.66,132930.16,346058.17,333459.4,400427.12,137533.22,175625.2,182561.79,180006.46,181086.47,172317.61,147989.21,25,0,4727,5,1,0,2,45.27141950497144,213998,370801.4490311268
769,Andrew Gallagher,229635.77,175173.68,181361.33,175829.28,151588.34,191228.81,142199.27,470017.75,358828.86,438188.39,387111.74,149001.05,69,0,3598,12,1,0,0,70.64480266814897,254180,488195.5536935929
770,Katie Walsh,133731.11,159249.54,151480.37,341841.04,296319.63,395209.01,394614.15,392604.7,412512.63,332894.99,408205.86,131309.11,20,0,417,17,1,0,6,709.4268585131895,295831,672397.49410659
771,Noah Fields,195163.36,211930.06,189181.35,137974.65,169686.2,137018.39,195897.71,202722.54,194361.24,174061.87,169821.92,516930.48,62,1,4575,5,0,3,0,45.44174863387978,207896,588029.3257392701
772,Richard Turner,106709.2,114897.18,82098.46,81101.31,103826.93,115733.79,192546.74,185505.81,211397.67,161283.56,109548.26,107015.54,17,1,4245,12,0,2,3,30.85323910482921,130972,312898.88545527385
773,Sheryl Barrett,113168.77,149203.78,169381.82,142984.13,121574.8,135866.71,155035.95,402363.95,406022.79,429931.93,304582.47,349785.87,51,0,2004,13,0,1,4,119.7564870259481,239992,561125.6920920892
774,Wendy Middleton,121082.27,77082.69,107585.28,197422.66,242933.54,167534.37,179898.53,175389.31,149625.44,195996.23,118389.65,83155.02,25,0,4640,10,1,0,1,32.616594827586205,151341,326068.27615030104
775,John Watts,172727.24,180565.59,199172.15,190090.83,154796.13,139856.71,447825.65,438640.59,452949.33,315199.86,490586.82,209431.61,47,1,3603,12,0,2,4,78.4496253122398,282654,587172.8068723754
776,Lori Yoder,79123.66,76199.67,205927.72,273800.23,232127.04,224345.46,173900.5,217848.74,154153.43,222405.35,261048.59,150903.69,58,0,3612,12,1,0,9,52.41279069767442,189315,329585.0373470145
777,Ethan Cruz,196436.38,130262.38,157927.37,201137.12,128892.69,136399.19,401648.61,320346.58,376985.94,358505.87,386483.31,355887.62,79,1,2697,11,0,2,5,97.35854653318502,262576,540875.7896846615
778,Jackie Simpson,114442.81,126803.53,120419.89,110157.14,90566.39,123081.56,281756.62,103075.16,105232.13,107745.43,131499.44,117810.92,18,0,4956,9,1,0,0,25.769975786924938,127716,414365.53857724817
779,Dan Gomez,41047.49,91703.74,89427.97,68242.26,109849.47,87782.76,94883.4,49751.14,39837.78,51123.46,39285.26,34005.9,39,1,3627,8,0,3,5,18.3104494072236,66412,105399.89246103364
780,Pamela Turner,66439.7,78042.56,80071.26,54630.83,64668.06,122662.65,116644.13,123151.57,198075.96,147848.36,177561.26,194213.36,72,0,1899,11,1,0,4,62.489204844655085,118667,273519.05012940563
781,Lisa Klein,182860.58,146829.48,176115.0,135064.62,199718.18,167899.12,138924.35,171371.11,189798.59,169935.21,144353.76,315079.8,68,1,519,14,0,3,0,343.27938342967246,178162,566733.8131522563
782,Christy Bell,31471.4,29231.74,38342.51,27120.21,31841.71,38368.25,29077.58,22290.82,27791.97,46620.13,34815.88,25525.41,27,1,618,11,0,2,0,51.577669902912625,31875,99301.4188518508
783,Laura Cuevas,125052.93,131161.33,172636.13,147768.91,162517.92,160414.47,162675.96,132370.92,113635.99,153701.47,112724.44,201283.47,61,1,4357,12,1,0,0,33.967179251778745,147995,480907.42439271545
784,Robert Butler,170151.95,367542.39,342862.73,362416.21,174552.62,163300.7,152224.2,142437.53,126699.51,106247.59,177043.87,138481.3,79,1,4614,22,1,0,1,43.779150411790205,201997,715976.2697995461
785,Anthony Saunders,184550.27,169120.17,187803.08,112662.35,177621.65,168728.23,187676.45,112617.21,174318.91,184605.98,326580.59,358846.69,52,1,2310,20,1,0,0,84.6008658008658,195428,617314.2167210911
786,Jeffrey Brown,78837.07,52762.38,109882.96,120512.96,104771.43,163636.5,57282.33,48650.2,79370.93,43307.67,46160.15,53888.86,38,0,457,7,1,0,0,174.8840262582057,79922,156240.9701570351
787,Keith Martinez,118182.66,123996.23,136406.0,114746.99,91807.11,140261.21,102440.82,132526.83,79013.17,52363.84,64881.7,51264.66,22,1,270,13,1,0,0,372.8074074074074,100658,328546.474589089
788,Earl Walker,162127.6,228785.33,189370.48,309020.87,287341.06,337047.11,350536.66,422549.74,323031.5,271392.52,381201.59,201666.98,37,0,2834,8,0,3,7,101.8606210303458,288673,449956.19065363985
789,Cody Mendoza,119859.36,137441.13,89893.64,310391.79,275065.28,241181.75,366536.03,245788.23,217906.48,240612.48,360409.62,159459.93,59,0,717,12,0,2,7,321.30962343096235,230379,603122.4775238045
790,Joel Hernandez,612074.62,396336.06,445756.01,627098.65,475945.16,480726.31,634281.03,139966.45,241153.37,230351.53,189436.63,208892.96,69,0,1940,17,1,0,2,201.11752577319587,390168,901934.2725323918
791,Kathleen Taylor,129376.52,132429.09,105045.82,152401.56,137230.21,116168.34,112180.51,127785.63,103720.4,390121.19,406477.18,400097.99,58,1,578,22,1,0,1,333.48269896193773,192753,649977.3470754412
792,Lisa Esparza,408816.34,431164.43,493666.69,352563.5,317030.59,157800.56,118183.9,144222.98,181409.98,125467.03,188823.71,130846.6,73,0,1916,14,0,2,4,132.6544885177453,254166,453653.8337409259
793,Brett Vaughn,22489.78,20224.95,24181.82,18050.17,17726.89,23831.59,25797.08,24267.74,14889.14,57349.86,50306.55,48294.58,67,0,2918,16,0,2,2,9.921521590130226,28951,85776.28002588893
794,Samuel Ross,175966.68,136396.53,135763.73,116671.84,151461.67,211231.66,204860.15,168428.4,150600.69,174803.84,296917.31,149078.45,25,0,2376,11,0,2,0,72.67760942760943,172682,387181.4681485428
795,Sean Robinson,135851.25,112127.47,175814.61,118890.27,114019.65,156021.32,152846.42,158455.71,161177.31,107074.66,104119.57,356422.09,31,0,2708,7,0,1,0,57.01698670605613,154402,621750.3951504598
796,Melissa Jacobs,177937.33,155118.3,139537.73,105111.26,176825.49,129674.4,131224.6,141310.09,130680.81,146318.08,221119.19,142804.16,65,0,682,6,1,0,0,219.65542521994135,149805,331188.56701044494
797,Elaine Duarte,42086.38,42760.54,40302.02,38844.88,58312.15,69727.03,68552.85,75672.23,49942.57,37760.49,45744.98,41854.68,62,1,2218,9,1,0,3,22.977006311992785,50963,89580.34237549463
798,Johnny Velasquez,120508.96,122917.35,127468.64,178562.36,173957.66,131810.87,167162.26,286773.73,157446.81,165616.46,179257.56,167051.38,77,1,2852,18,0,2,4,57.811360448807854,164878,689580.2840960323
799,Paul Love,71355.02,73015.41,81437.04,57460.44,84202.32,158939.52,105880.32,116354.0,125213.78,75013.45,69662.74,75057.73,71,1,4072,6,1,0,2,22.38040275049116,91133,153490.98595596958
800,Jared Ellis,43731.66,42203.08,33977.94,59178.07,47482.83,53823.09,33827.28,46484.89,45456.03,41175.74,114392.88,35020.56,19,1,4817,9,1,0,0,10.32385302055221,49730,109245.24346377337
801,Daniel Cunningham,38842.08,40658.2,29419.09,46317.4,44310.04,93249.99,105501.36,25605.85,39246.2,37087.34,42337.06,44484.76,43,0,3952,12,1,0,1,12.379048582995951,48922,110537.58705416389
802,Kerri Lamb,123839.38,180301.19,279568.88,225093.38,257011.1,190130.78,282435.6,118190.27,112300.61,166418.24,133628.14,149261.74,48,1,269,6,0,2,4,687.1672862453531,184848,356760.94514858036
803,Justin Johnson,86489.67,74799.55,76589.63,117056.21,138929.32,181042.69,131782.09,86963.99,102768.38,122288.68,90106.93,85626.33,63,1,492,10,1,0,0,219.2479674796748,107870,304290.1706409083
804,Jennifer Young,199634.02,210159.91,217348.48,190700.19,160337.5,160048.29,220600.77,211827.88,167961.64,213870.05,215890.46,224759.67,60,1,2045,19,0,1,0,97.51980440097799,199428,764821.7760276833
805,Tina Hall,89293.83,59258.8,57871.76,188969.28,151646.1,137951.22,73292.97,69896.6,52517.1,85439.47,55531.97,78077.63,79,1,3354,6,1,0,2,27.32438878950507,91646,207762.75672588937
806,Kathleen Waters,114382.17,151575.22,109967.76,110582.31,152646.28,92490.24,248058.97,282781.1,103925.44,132891.43,145723.24,134980.65,62,0,819,17,1,0,1,181.1159951159951,148334,492233.76399684965
807,Phillip Miller,61714.58,160920.54,169676.57,224861.83,204740.7,164380.19,158337.64,70029.19,93951.97,64603.99,84882.24,81004.57,57,0,1077,17,1,0,1,119.0891364902507,128259,282304.6579735134
808,Kimberly Meyers,214560.91,232113.7,137731.63,148095.77,243129.57,266763.66,267196.47,359524.63,313936.9,193401.0,168890.54,191256.48,49,0,2073,12,0,2,3,110.00964785335263,228050,769555.6075336023
809,Noah Hunt,31202.26,37671.93,42756.36,51169.91,73937.38,91462.39,103730.97,119609.6,110354.45,78663.27,67768.93,43831.53,45,1,3892,13,0,1,6,18.24588900308325,71013,100316.40484076994
810,Elizabeth Ferguson,208971.27,202070.49,134257.23,143694.03,176847.11,170241.17,132986.54,148323.67,187872.92,180633.39,319690.35,314494.85,29,1,4872,9,1,0,0,39.68390804597701,193340,687410.3951948559
811,Autumn Davis,208664.73,154456.72,162682.49,163037.06,179663.56,319182.93,328481.61,502874.95,136816.83,180280.45,159498.28,209844.8,48,0,1529,10,1,0,0,147.4538914323087,225457,397705.68251954135
812,Randy Murphy,61232.92,67188.32,65179.75,72249.87,50323.45,57930.26,121453.06,123133.22,68404.3,49377.82,58803.44,67774.31,77,0,3478,7,1,0,1,20.678838412880967,71921,137866.2312244883
813,Michael Burnett,240314.12,157314.48,171651.54,221703.61,172164.97,245164.6,206714.0,155126.68,511730.2,364463.53,310026.16,336875.28,19,1,2084,6,0,1,3,123.6904990403071,257771,441905.4929067329
814,Richard Roberts,112283.38,87948.43,105879.17,106762.41,65355.73,73537.16,98577.61,73490.21,114222.92,62762.42,86120.52,189908.18,17,0,193,17,1,0,0,508.139896373057,98071,373598.13586069614
815,Peter King,72646.44,42823.6,113615.12,133845.97,104981.81,113532.02,112519.55,122160.31,132562.95,41459.3,66413.81,49143.54,41,0,1802,14,1,0,4,51.133185349611544,92142,165021.3709288566
816,Jeffrey Estrada,205971.33,140722.81,126938.81,158988.13,163528.34,184339.55,204386.36,151643.41,203894.64,230844.22,223151.42,307969.42,44,0,1415,8,1,0,0,135.59363957597174,191865,656525.2048398057
817,Derrick Allison,173753.33,161850.86,289256.3,442840.99,456537.62,381434.64,160312.19,167919.95,156431.69,158121.3,196237.6,116397.84,53,1,4441,15,1,0,2,53.68723260526908,238425,572680.1779439813
818,Linda Gentry,245419.69,420745.56,578971.59,368324.78,432748.42,501370.72,387115.4,542282.3,585271.84,616465.79,188672.5,182706.61,73,0,1587,16,1,0,7,265.1802142407057,420841,941169.2589505186
819,Jonathan Bell,144756.02,155460.63,106905.18,165882.93,130440.65,172618.87,108297.61,166839.02,131481.93,485019.33,338834.23,517003.61,61,0,312,5,0,2,2,700.7307692307693,218628,473390.54844776023
820,Stephanie Barton,148961.51,316000.17,291579.95,359983.5,322431.27,134912.07,183807.86,207705.18,147425.37,197828.23,140657.82,190856.42,25,1,2462,9,1,0,0,89.43095044679123,220179,491320.69320810604
821,Caleb Reilly,141102.29,132164.61,133579.75,104291.61,134287.18,137158.54,117657.5,275888.57,248177.59,159670.59,274544.39,152765.93,59,1,285,9,0,1,3,588.0947368421052,167607,495648.40890764183
822,Kristi Harris,82957.52,62809.36,63694.92,75372.81,64752.32,89058.36,98362.47,80581.6,76487.28,100631.89,254586.57,234298.34,80,1,1793,10,1,0,0,59.657557166759624,106966,242553.48629212324
823,Chad Rogers,85233.5,52358.25,172443.5,183485.51,162024.95,167277.48,156061.39,145963.98,198836.93,206273.93,224285.17,203853.96,25,0,4215,4,0,2,9,38.7129300118624,163175,259038.5632173731
824,Michael Davis,65434.07,77670.2,167592.14,173809.19,241259.15,221587.4,249942.92,233461.98,216018.1,237676.53,72896.93,71277.54,15,0,3151,18,0,1,7,53.65026975563313,169052,315131.4961981224
825,Lance Cross,124443.69,133881.09,97123.66,136215.33,98111.46,103010.79,296814.08,348273.53,118158.2,92549.29,135637.63,136436.72,61,1,3085,11,0,1,1,49.18022690437601,151721,416782.6507602568
826,James Martinez,136953.52,196812.11,138548.1,121984.68,176583.75,134958.99,189637.47,158756.25,402849.77,155666.05,154267.3,121504.69,77,1,1195,8,1,0,0,145.64351464435146,174044,545668.7603950727
827,Edward Wilson,101547.21,66243.0,84497.15,83180.69,77480.87,79698.67,70930.28,104762.69,78754.5,105795.72,267812.35,239465.12,23,0,2842,22,0,2,1,39.88282899366643,113347,414600.15869990917
828,Robert Ramirez,37898.26,29782.61,60858.88,66646.97,70472.93,63605.03,51397.12,49318.06,53062.02,32143.05,34570.58,24855.71,63,1,3009,7,0,2,6,15.913592555666334,47884,130453.75295601573
829,Matthew Klein,133859.12,167303.7,139800.51,187328.86,230458.39,401611.87,567222.34,689441.02,521110.53,646956.63,157686.24,207377.44,74,1,4583,4,1,0,3,73.64455596770674,337513,419038.3875417144
830,Kellie Jackson,58360.55,56330.2,49037.51,50083.6,71543.73,57045.63,67268.89,67749.91,59252.44,194403.84,171579.31,169518.82,45,1,1352,7,1,0,0,66.08579881656804,89348,214655.41917862327
831,Lindsay Olson,46978.0,52115.75,52031.15,54110.78,44999.12,75906.13,70565.47,53262.71,70755.62,68898.94,55212.66,69153.33,22,1,4702,4,0,2,0,12.653977031050617,59499,208609.4457459953
832,Lisa Cortez,132904.89,179085.69,254793.45,409478.83,256823.33,412340.83,367388.12,262245.42,379564.28,282492.56,125877.34,106788.0,55,1,4334,5,1,0,1,60.94808491001385,264149,506873.08388548996
833,Holly Lang,65135.58,77483.89,82753.32,93205.52,102774.2,77129.11,68219.69,81970.75,149491.09,250823.74,103832.84,92676.64,21,1,2733,11,1,0,1,37.97694840834248,103791,413048.1146178383
834,Dawn Miller,88404.09,127659.77,136841.02,103186.01,96246.31,191686.94,159582.68,109625.19,107050.86,117870.6,144438.08,95871.44,55,0,3852,5,0,2,1,31.984683281412252,123205,287999.6117190074
835,Derrick Brown,122594.71,200360.67,140680.09,203444.95,161415.81,134843.47,160515.27,121077.8,187467.23,178564.86,178885.13,235587.22,80,0,2948,10,1,0,0,57.25440976933514,168786,491065.2209982971
836,Darren Thompson,80911.14,78268.12,98706.65,65539.88,96568.83,95188.25,76556.69,62633.51,83084.33,72960.39,264092.82,187145.24,65,0,2077,6,0,3,1,50.62012518054887,105138,401023.3724645019
837,Charles Lopez,101342.66,106554.21,104551.01,97290.11,128192.62,87678.36,136556.61,137971.08,76664.62,135223.43,136881.97,98115.91,52,1,246,19,1,0,0,456.3089430894309,112252,435006.8289158671
838,Amber Salazar,42146.34,47361.56,55828.12,45208.9,48528.3,122669.16,124841.02,77508.25,97992.0,105045.64,79698.21,78845.59,35,1,4464,4,0,1,6,17.280241935483872,77139,97459.65463454073
839,Christina Conner,118047.37,161162.94,238021.7,151393.42,126256.52,99445.53,151654.56,127096.08,95113.99,106934.04,90751.03,120385.22,57,0,2044,12,0,3,1,64.67172211350294,132189,355813.25642071216
840,Christopher Stokes,98835.67,92152.19,103946.55,115683.19,85582.21,128911.69,119781.46,135925.88,146071.13,172106.61,216639.14,175800.46,16,1,3203,10,0,3,4,41.40493287542928,132620,265488.30411473784
841,Melissa Gilmore,406863.26,131226.58,144094.65,143330.72,99925.32,134938.89,147478.31,159950.12,125336.55,146863.2,132051.48,143976.67,29,0,669,7,1,0,0,238.6696562032885,159670,414075.796812679
842,Dana Knight,17579.89,21380.65,24201.23,27640.97,48812.73,83174.39,74737.02,59692.47,82379.53,25738.36,21497.67,24541.34,61,0,773,11,1,0,2,55.129366106080205,42615,67891.62568804744
843,Michael Osborn,153674.15,128672.18,103556.37,118884.97,216408.58,208982.0,138219.52,86057.09,97061.44,135257.12,113171.47,117353.2,23,0,4899,10,1,0,1,27.51071647274954,134775,244665.25019607594
844,Denise Brown,110368.87,115567.88,145432.69,145637.53,121811.8,93545.81,117367.8,142352.38,114540.53,35001.95,44309.38,30025.71,55,1,4910,16,1,0,6,20.637474541751526,101330,152212.89525515106
845,George Ross,100295.41,88238.77,170968.85,69301.91,80326.57,86052.27,116873.28,110684.3,105934.52,79917.12,105041.48,120173.45,56,1,1771,13,1,0,0,58.05590062111801,102817,320184.3180079808
846,Jessica Chase,50539.0,56421.93,53954.57,47711.86,38149.24,49348.38,99073.28,129002.21,152597.23,118403.77,133710.65,61036.69,29,0,4535,5,1,0,2,18.1909592061742,82496,197144.42985801114
847,Ann Hill,82198.88,74168.84,73255.15,74083.69,92622.45,83993.19,80948.73,97997.28,57675.02,81682.17,180515.36,82793.68,78,0,2765,8,0,3,0,32.00542495479204,88495,236596.08864214012
848,Sarah Sims,124015.74,106765.0,69998.18,124986.88,88563.88,115106.01,101881.04,195285.88,197228.7,226433.03,103809.97,82416.5,32,1,1090,4,1,0,0,117.46880733944954,128041,240826.99181501204
849,Stephanie Brown,46756.02,51598.82,208986.37,193286.93,74122.47,48362.84,55454.47,62145.02,56745.9,61843.89,59895.01,59705.7,52,1,3848,6,0,1,1,21.199324324324323,81575,199305.70285476636
850,Jeffrey Murphy,139947.72,226046.33,215455.76,221804.5,181375.92,186158.53,218342.39,146210.21,570492.19,419370.82,483578.53,212282.0,61,1,2418,16,1,0,2,111.00992555831266,268422,956508.0641639327
851,Christina White,214237.16,146941.57,193648.36,170481.14,135834.64,168870.41,198598.51,164070.2,378148.43,390224.97,161434.37,198529.93,39,0,1628,9,0,3,1,129.0448402948403,210085,409457.2832675636
852,Andrew Murray,90020.11,98125.61,82884.95,98894.59,96947.69,56083.24,70216.33,70252.15,55257.79,59796.19,147586.38,127063.48,20,1,1315,17,0,3,1,66.7384030418251,87761,340645.70147134596
853,Christopher Martin,143582.86,216445.33,199509.46,148195.39,204513.63,173565.36,293536.91,305542.61,371315.92,309913.08,259849.98,318974.76,75,1,2420,5,1,0,0,101.4099173553719,245412,396722.3111872904
854,Steven Brown,63235.78,60681.2,41797.62,65363.37,56467.55,65752.4,41260.18,49077.77,59761.98,139350.83,116823.78,53535.5,27,1,3163,15,0,2,1,21.422383812835914,67759,178026.73463211308
855,Keith Butler,75141.74,103867.26,90477.99,68090.89,73330.15,111783.51,96879.62,100659.63,122075.96,67528.52,108588.78,70431.74,80,1,1974,5,1,0,0,45.96656534954408,90738,441318.8059643773
856,Nicole Pierce,138225.88,250783.02,181267.75,147223.15,230788.93,159536.54,209267.99,615353.76,568624.93,228247.13,185852.72,151420.5,26,0,1832,6,1,0,0,139.49181222707423,255549,546888.4387777502
857,Donald Woods,18051.35,25717.1,25775.5,20115.16,20095.33,18477.22,22762.18,24083.54,25893.21,26717.85,23857.97,20549.41,42,1,2063,6,1,0,0,10.991274842462433,22675,49588.39197687982
858,Anthony Adams,93406.53,113799.7,120924.32,82801.65,74894.08,79782.83,112338.81,103523.17,105459.93,111562.41,120543.19,100717.74,30,1,3832,12,1,0,0,26.525574112734866,101646,322754.19115840184
859,Wendy Harper,221144.65,200143.41,199341.35,148105.47,332540.46,379127.07,532202.76,472605.21,540106.32,378219.49,199988.95,197374.04,59,1,2398,11,0,2,5,132.08590492076732,316742,782904.9921870994
860,Ashley Weiss,114069.26,89340.9,105818.75,99834.89,70643.43,119665.96,92047.72,70746.38,115394.7,79222.27,95546.67,26823.57,54,0,5,9,1,0,8,17986.0,89930,79164.5937161394
861,Steven Anthony,87676.22,77863.49,90623.25,85470.51,112301.29,116312.28,95562.52,68609.77,76263.97,228597.12,112929.73,75603.93,35,0,3550,9,1,0,0,28.821971830985916,102318,230407.77335450632
862,Jose Wilson,122813.34,174554.25,180965.99,189062.1,112608.29,192402.23,152577.77,172689.1,120675.45,114826.98,136151.08,396605.16,43,1,3242,18,1,0,0,53.103331276989515,172161,550641.9648389771
863,Willie Jackson,74293.36,94371.0,75039.9,78995.11,77930.04,99043.0,103161.89,86568.6,87164.46,86240.67,67382.34,225968.7,36,0,228,5,0,1,0,422.57456140350877,96347,312917.1696032784
864,Jason Greer,86487.72,95977.28,83605.28,112838.44,152762.72,112090.66,159452.04,116997.59,139704.81,103080.0,109712.9,97904.05,41,0,4943,12,1,0,8,23.107020028322882,114218,290028.4232137069
865,Melissa Jenkins,194657.74,150376.41,205843.19,196243.37,408163.7,337313.55,329859.27,331575.1,239473.01,206375.41,198123.53,221276.63,24,0,1278,12,0,3,4,196.8755868544601,251607,721987.0120751633
866,Jennifer Smith,79906.28,92695.68,58751.4,93283.36,66138.8,59991.3,65736.38,98521.66,157725.77,136104.89,192824.36,98476.51,70,1,41,16,0,3,2,2439.3414634146343,100013,298728.87467214046
867,Scott Macias,143842.86,82073.51,140008.17,128238.77,81220.06,131832.82,99837.13,266072.74,272984.54,376352.56,346202.15,278520.28,47,1,3465,15,0,3,4,56.44992784992785,195599,467579.92000580445
868,Lance Elliott,233000.88,174259.11,142927.63,234088.87,454270.73,369500.26,161945.63,219987.1,154249.29,199945.44,210716.69,160543.74,31,1,4237,13,0,2,1,53.40712768468256,226286,921842.9894035242
869,Susan Miller,177967.53,131335.62,111554.37,130589.2,182204.78,287657.2,341363.79,242949.57,292066.57,129628.31,148919.33,160326.04,41,0,4100,13,1,0,0,47.49121951219512,194714,656927.853836066
870,Andrew Morris,124478.58,125738.19,122266.56,123151.93,127059.24,117523.98,96615.34,95920.05,70670.21,283364.52,315985.01,301586.4,16,0,4987,4,0,1,2,31.82213755764989,158697,200738.8344660168
871,Jessica Henry,116064.87,122278.93,276878.69,243657.5,285106.14,242203.81,223083.1,208512.47,196031.41,345599.02,289841.24,132830.83,49,1,4869,11,1,0,3,45.90408708153625,223507,417920.7358726421
872,Brittney Taylor,151478.34,122124.75,168953.33,180245.22,196269.71,206452.84,186843.36,129260.02,164541.29,115410.99,113661.48,395397.39,16,1,554,14,1,0,0,320.49277978339353,177553,488059.2888888092
873,Charlotte Alexander,92075.17,98724.92,94799.29,91831.29,195994.78,240168.03,152117.93,244781.66,150006.48,86826.26,74031.62,68492.6,38,0,4612,14,0,3,4,28.726799653078924,132488,373393.1253860483
874,Margaret Deleon,36660.81,29461.18,33309.2,28946.9,34467.66,32604.29,25287.4,102301.52,80695.42,61041.24,105339.94,75322.1,50,1,4940,5,1,0,4,10.887854251012145,53786,115563.86921221463
875,Keith Lawson,71663.53,70577.51,70111.4,72665.02,74272.24,77744.4,86647.64,136026.34,130460.37,165077.37,112185.49,86960.52,37,1,3942,10,0,2,3,24.403602232369355,96199,261504.0256069178
876,Christopher Pugh,178213.1,122234.0,115304.2,84983.81,59632.5,63372.17,77907.73,72847.65,83594.21,72713.48,84949.44,60178.13,17,1,1264,5,0,3,2,70.93433544303798,89661,252140.15620665005
877,Teresa Lewis,77954.89,66947.78,55706.18,152061.09,218896.06,261087.16,262774.08,67467.18,58515.8,81063.24,58817.65,86829.95,30,0,3669,15,0,3,3,32.89097846824748,120677,316503.8807926017
878,Gloria Jordan,165278.88,96267.22,168622.42,170956.92,220559.29,256474.2,262479.28,287823.71,361543.0,233950.23,198025.48,119415.08,39,0,4214,6,0,3,6,50.257000474608446,211783,402621.6147681201
879,Diana Sanchez,110638.93,142572.84,131721.12,127419.74,160040.48,157802.31,135712.47,129706.95,132745.77,137347.07,184289.01,170568.06,71,0,3057,6,0,3,0,46.90219169120052,143380,414013.0543170142
880,Lori Barnes,132500.23,90689.44,121685.68,325567.16,374589.14,285003.56,346691.97,119477.28,101946.51,81615.69,128155.47,127923.93,71,1,2771,5,0,1,3,67.23962468422953,186321,426298.8004813838
881,Johnny Martinez,151120.84,131562.28,196541.29,213325.23,201282.88,241040.12,202225.29,137513.98,161722.26,413384.25,393679.22,140762.84,77,1,4565,6,0,3,1,47.17349397590361,215347,535083.8070301447
882,Danielle Cunningham,215118.29,174719.19,153407.02,174378.25,151343.56,210766.08,147138.69,515184.27,302038.36,374633.44,278653.67,288435.06,71,0,3546,6,1,0,2,70.16864072194022,248818,608433.6958118329
883,Dennis Brewer,94504.59,109603.23,90871.43,154727.73,137189.1,143492.53,133189.95,153086.95,309284.78,414261.83,341919.59,390947.06,33,1,2812,8,1,0,3,73.28947368421052,206090,276498.223106758
884,Elizabeth Boyle,109250.99,120641.61,138051.16,119905.98,92772.68,103567.46,109026.63,88451.58,116911.2,89708.75,109019.19,174605.39,43,0,3915,7,1,0,0,29.202043422733077,114326,353347.3605275495
885,Kimberly Rhodes,140421.04,159374.08,184442.54,184650.48,179647.02,227649.31,173012.83,156958.89,222100.48,186707.21,194605.28,295113.68,43,0,3130,11,0,1,0,61.36006389776358,192057,605870.5213549079
886,Laura Wilson,93920.5,92568.14,86733.86,307212.51,298458.92,196166.8,279761.1,249339.33,323886.84,239980.77,84237.17,100702.4,15,1,4851,12,0,2,6,40.420737992166565,196081,556758.1493612037
887,Kyle Morton,283098.88,300410.17,402848.2,399753.97,329255.54,229644.81,132668.15,129085.4,117860.54,108451.9,136357.06,135733.8,34,1,844,11,0,1,5,267.0983412322275,225431,498755.3575636148
