,Name,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Age,Gender,TransactionCount, CreditScore,Loan Amount,Duration,Peak Season,Before Season months,Months left for End of Season
437,Brett Rogers,15016.52,13176.95,13010.71,20693.47,16880.66,13251.89,17605.45,14621.14,16506.0,42823.11,58869.97,18720.54,56,0,3617,848,47647.68594571386,14,1,0,1
438,Molly Johns,13540.54,15224.95,9386.33,13142.99,12334.04,14179.85,8338.97,13619.4,9340.15,15139.51,21633.63,27118.56,56,1,4802,711,32879.32740721551,13,1,0,0
439,Angelica Haynes,18479.07,25358.44,38664.82,35584.27,34985.82,27429.2,31781.35,36358.65,31906.17,39498.55,30140.24,18069.99,46,0,525,401,36341.96127666549,12,0,2,9
440,Marie Kelly,26398.95,23846.84,38013.78,28696.5,35824.56,31566.29,19613.25,24302.24,24126.6,17918.45,17839.79,17171.5,43,0,1342,866,47496.42771466198,12,1,0,1
441,Robert Carson,10662.5,14798.63,10626.66,14832.19,10554.29,14861.5,15929.78,21956.31,31524.81,31878.11,12511.57,14550.16,66,0,4580,760,30633.23072356633,6,0,2,2
442,Larry Perry,21210.13,24592.28,31654.14,25107.65,26397.4,25413.8,35512.37,37735.18,24192.52,17422.56,21946.61,13901.57,68,1,1499,350,45720.311378983264,10,0,3,5
443,David Harrell,7024.14,9186.41,7805.09,9296.66,8027.92,5197.53,8817.23,12609.12,9339.89,15626.05,8738.64,5465.64,39,0,2618,857,18916.770783464835,11,0,3,2
444,Rebecca Williams,12203.35,10957.38,15034.6,13321.85,15168.03,12905.57,11330.21,15069.98,23662.27,19278.14,20311.2,8386.37,34,0,290,643,28750.148139832625,11,1,0,2
445,Amber Sandoval,5452.26,11881.77,4227.09,6350.66,5493.9,5464.33,7175.34,7207.0,7002.38,5456.82,7034.96,5871.12,55,1,808,459,17299.72629840103,5,1,0,0
446,Kenneth Morrow,9294.16,13787.34,12967.22,12353.22,10880.66,12938.62,12085.49,11032.36,11152.3,15911.88,11377.35,28379.29,69,1,4427,763,28266.64091987522,5,0,2,0
447,Michael Hunt,16671.66,14266.17,12150.52,17518.35,13294.54,14782.55,18148.13,12948.13,34299.25,18460.3,18103.07,12411.5,65,1,3465,417,41702.215524226995,6,0,3,0
448,Sarah Mayer,8390.89,8733.5,11387.62,9456.26,10103.12,24048.01,15526.82,21474.79,23506.64,10425.99,9233.87,9658.94,23,0,534,637,27882.880260111808,9,1,0,3
449,Christopher Friedman,25443.18,18202.98,16672.1,16677.14,15874.68,19183.95,24890.24,16354.67,18514.18,14174.64,17131.48,29111.73,55,0,1386,836,55664.3286492998,13,1,0,0
450,David Durham,8160.96,7175.16,7463.34,7988.99,6258.73,8060.15,6549.99,6214.39,7769.48,14287.0,6609.48,5788.96,55,0,432,537,15327.095417700908,10,1,0,0
451,Jeanne Klein,7050.2,6939.31,9007.53,9275.87,7104.35,8831.33,8721.12,8789.05,5616.69,6467.88,5583.86,17927.55,30,0,2380,548,19960.446298366394,12,1,0,0
452,Tracy Miles,25204.35,24029.31,14483.52,19197.04,16177.0,16566.39,17731.29,21915.16,10540.32,8471.59,9213.83,8796.59,59,1,810,743,25624.54322682499,6,1,0,0
453,Edward Wheeler,15702.65,14853.61,19032.0,11939.92,11811.63,18236.73,12670.66,16343.95,14404.77,13314.86,24976.24,25615.17,78,1,2039,368,45933.40827497557,13,0,1,1
454,Brent Dunn,13900.52,17038.83,17359.37,11729.95,15924.78,10557.33,15550.15,17484.78,17431.12,46712.71,51677.12,45632.41,61,0,4064,731,35694.217402674665,7,1,0,2
455,Ann Ford,15481.65,14346.62,10967.28,39181.23,45924.73,39990.24,41324.56,37462.7,32272.0,46361.8,42305.31,10417.3,20,1,4303,421,36136.52980328484,11,1,0,1
456,William Mitchell,17423.48,22258.33,25071.44,22802.45,62759.36,50636.75,18664.73,25545.16,17774.24,21160.89,21618.8,17036.91,60,1,2656,829,52448.35810550314,8,0,3,1
457,Jose Stone,8044.14,21552.2,21385.36,16015.02,7967.36,5324.86,8862.9,7031.2,6934.53,8332.22,7689.86,6644.51,59,0,735,535,15925.334864086342,11,0,1,2
458,Paul Dean,5805.98,4021.42,4568.27,5994.02,3716.16,2950.78,2729.22,3490.51,3110.63,2958.87,2328.11,3806.09,39,1,3130,691,8681.862552451772,12,0,1,3
459,Elizabeth Glover,13652.11,19138.72,11434.0,23003.54,24803.21,22026.98,27427.15,25155.73,26583.86,25360.46,18634.44,12942.26,42,0,70,802,36164.281460486454,10,0,2,6
460,Katie Shepherd,12195.38,20059.73,11840.63,20263.13,37941.67,50648.35,30138.87,38599.06,18586.78,16406.52,15433.03,13219.19,79,1,3383,432,39232.01072700213,8,0,1,3
461,Sandra Dixon,2190.45,2903.96,2372.63,9615.03,9387.4,9071.28,9040.58,7303.42,6605.12,6072.98,2462.88,2038.87,19,1,4751,678,7419.652813441075,7,0,1,6
462,Brittany Clarke,18602.93,23007.75,24371.49,15495.34,23294.99,20913.85,15980.01,45119.53,22195.48,24935.99,16602.36,23502.32,66,0,2680,714,42735.853387398696,9,1,0,0
463,Kenneth Steele,19808.5,17617.22,18666.07,19521.89,14467.92,41822.49,42962.87,20452.59,13885.59,17280.62,17598.74,19371.72,17,0,994,510,39845.026755284656,9,1,0,0
464,Nicholas Fisher,8667.27,31807.29,8365.73,10466.27,9100.5,11615.77,8366.49,12782.76,12911.14,11234.92,11325.61,8754.95,43,1,4004,301,22220.7157242772,5,0,2,0
465,Rachel Evans,16336.18,16491.25,17735.33,26715.75,11174.51,13591.71,14199.59,11802.81,15967.44,15265.6,16240.44,18393.2,64,1,663,673,31316.350905629315,6,0,1,0
466,Zachary Sanders,11278.04,11561.95,8178.74,7302.25,11925.33,8786.81,12142.77,10258.62,10072.41,31326.37,29266.71,8789.95,40,0,1449,396,28956.910877389906,7,0,3,1
467,Rebecca Craig,18049.04,10709.43,17522.5,13491.26,11354.03,16828.48,18492.14,11510.36,16499.04,31755.34,34086.49,10549.47,64,1,1195,383,34731.4494992075,7,0,3,1
468,Rachel Smith,1567.66,5934.13,6821.25,4296.99,4863.83,4575.35,6408.33,5947.8,4219.2,6260.72,2052.54,2638.71,34,0,1367,429,6279.2939862648045,7,1,0,7
469,Latasha West,17973.21,18906.88,17818.17,14309.91,18165.29,16494.94,12855.19,30813.48,39002.17,41488.43,13295.69,18171.05,32,1,3251,672,33566.40409543299,6,0,2,2
470,Kristin Peters,10342.55,13754.45,14139.22,16753.09,10025.29,13912.51,13302.24,15702.92,13330.19,13255.43,15603.84,30415.61,70,1,1119,864,28359.96565568457,4,1,0,0
471,Jacqueline Velasquez,16505.46,21990.7,23196.78,9998.35,9517.45,16969.05,17197.97,10926.04,11782.16,15074.95,16155.93,12256.36,30,1,4170,399,33121.375011169046,6,1,0,1
472,Max Campbell,10337.25,6635.99,9307.03,7000.68,10068.06,5911.72,6327.52,8824.09,6889.31,10135.61,18322.62,26302.8,19,0,271,383,21409.743302332536,10,1,0,0
473,Caitlin Huffman,15098.04,21599.65,21601.78,13788.11,20141.3,46928.42,43642.3,31301.85,50311.91,49958.81,41335.87,15139.25,78,0,1399,526,46417.20635711933,5,0,3,5
474,Kathleen Bowman,3700.79,3831.87,3850.88,4181.38,5816.68,11199.3,8292.09,12652.63,11743.01,11636.2,5685.94,4110.41,70,0,4685,828,11426.096032321217,9,1,0,0
475,Oscar Martinez,2195.57,2920.29,3014.68,2124.34,2144.91,3002.07,4217.68,5318.58,4849.11,2924.54,3400.5,2958.84,67,1,3052,718,7380.174439129503,13,1,0,2
476,Brittany Morgan,12408.07,11194.07,11566.79,15528.72,14755.94,16869.83,31045.5,18964.47,15247.04,11880.61,16093.92,18653.05,47,0,393,812,39407.56863857491,11,1,0,0
477,Samantha Ross,14665.26,13884.31,15389.97,15337.31,18914.95,19529.46,16168.34,27876.03,15182.56,13097.85,15997.24,12804.53,71,1,4116,858,37359.58392751223,6,0,1,0
478,Brandi Mckenzie,13007.88,13649.55,22855.99,35658.9,22600.55,21911.19,21333.98,32182.47,25604.53,31393.22,25335.54,12906.12,80,0,2676,394,32103.71187789101,12,1,0,5
479,Micheal Marshall,10938.4,11476.07,9959.69,6434.65,10138.43,9700.26,26914.56,8927.56,7848.22,9557.59,9679.81,9834.6,47,1,2223,854,26444.14358763779,14,0,1,0
480,Adam King,6133.03,5692.28,9661.03,8927.45,7622.26,5909.7,6931.78,6406.3,24042.53,19636.97,20513.88,22248.8,39,0,305,895,23039.289263277096,4,1,0,2
481,Caitlin Freeman,59498.6,59891.47,38229.03,61180.65,41210.1,24004.93,18644.14,17484.61,23824.78,20438.56,20328.53,21106.08,56,0,954,536,52350.75648355241,6,0,2,4
482,Elizabeth Bennett,16079.82,13794.79,14816.07,18311.63,11229.02,19081.19,17154.25,13320.01,18954.91,41456.01,16471.88,11297.09,76,0,225,774,34075.444713001445,5,0,3,0
483,James Garcia,14045.46,13989.48,15399.37,16659.55,23262.94,15917.59,19034.83,19862.97,31626.62,28294.02,32923.85,38212.35,32,0,4925,354,54093.32496918489,6,1,0,3
484,Suzanne Holt,9033.74,8597.87,13994.16,7934.84,10383.74,13013.02,12482.37,9688.79,10863.43,32367.21,20287.95,23318.38,43,1,2527,786,31892.472665716046,15,1,0,1
485,Tony Gonzalez,12871.15,12581.29,10929.26,11004.87,9946.12,16342.98,14972.51,20398.98,25798.29,16692.58,13959.16,14723.54,30,1,4705,643,32295.65905937975,7,1,0,0
486,Matthew Turner,3689.46,2716.86,3232.68,2888.66,9038.83,2336.38,3813.74,3296.63,2623.54,3051.25,3079.31,3234.78,43,1,4319,896,7206.844420845278,10,1,0,0
487,Charles Bailey,16551.96,17828.97,12227.1,17803.09,20373.05,12623.27,12434.38,16412.82,17364.42,19250.37,46322.05,15850.04,39,1,2760,560,49088.29520674794,9,0,1,0
488,Brian Fields,6461.86,6420.71,6146.81,11000.49,6911.04,8942.74,8156.84,7932.78,7469.67,7057.09,8872.87,6117.85,46,0,3116,834,10986.717004990636,10,1,0,6
489,Jenna Smith,45502.0,33374.1,29778.04,38216.35,51499.72,49784.3,53723.33,47958.31,14957.25,15398.51,14914.77,19095.15,39,1,1362,423,50830.95581566554,5,1,0,1
490,Sandy Salinas,7987.68,5754.39,6730.49,6525.16,5119.81,8045.39,5896.47,20353.91,16698.58,24061.77,20233.06,15687.06,30,0,4661,337,21430.273325916663,7,1,0,2
491,Taylor Sanders,3010.46,3565.04,2857.49,2221.67,3350.07,2619.27,5138.96,5656.2,4527.46,5178.19,3753.15,3974.5,26,1,1142,308,6209.409356948106,5,1,0,3
492,Brad Lee,2453.19,2953.59,2325.55,9359.59,5325.53,7992.11,6554.04,7437.64,8116.29,6019.05,6468.77,3039.46,64,0,1323,343,6753.964121739409,7,1,0,0
493,Emma Barrett,18538.63,11011.95,18501.72,18736.59,16199.35,11419.7,11147.6,12572.61,10621.24,11105.44,8073.92,11395.51,68,1,2208,320,29920.236379170456,8,1,0,9
494,Sara Ballard,6891.99,17790.42,24669.78,17468.39,18752.46,21072.14,26366.5,8327.42,10572.36,11145.23,7414.61,8159.03,28,0,896,879,25554.69016381137,7,0,2,5
495,Kathleen Bray,10253.41,17276.46,10259.58,15132.96,10930.75,11368.86,18275.18,15842.89,28350.21,27935.79,33290.63,42843.75,28,1,343,418,29948.67402879376,5,0,2,3
496,Peter Hart,2064.44,2457.41,2301.4,2305.61,3084.3,2858.95,2679.61,1695.22,2108.68,7689.73,8892.83,4866.1,80,1,415,508,6634.92845636241,4,0,1,2
497,Vincent Adams,22183.56,14916.67,14104.45,18629.67,15290.78,18883.32,18703.54,20512.97,19952.19,23322.3,36450.58,18657.04,53,0,1930,408,50186.18131352138,15,1,0,0
498,Brooke Nelson,6080.8,4165.93,12316.59,18180.46,15710.43,20396.74,16791.57,4594.59,5834.44,7093.93,5706.88,5964.47,45,1,247,856,15400.726587762823,3,1,0,3
499,Timothy Blair,8119.89,17016.07,20556.17,25110.1,20848.68,9099.78,7893.43,5196.39,8542.32,9052.46,8392.07,6223.56,20,0,2581,714,17903.362299018158,9,0,3,3
500,Vanessa Doyle,6390.92,8039.53,5258.64,5042.72,6623.36,4546.03,6439.23,5461.32,7719.71,6340.61,4974.19,20186.19,59,0,4378,387,13144.792470521834,9,1,0,0
501,Craig Brown,15179.75,16136.85,14918.45,13530.57,15087.51,13619.66,11212.31,10082.45,13108.02,12381.36,32633.88,31557.64,80,1,2940,715,31648.981458758506,6,0,1,1
502,Anthony Jones,15605.71,11295.47,16599.16,13315.43,13107.13,15088.95,16306.94,19857.81,15159.23,19817.29,11943.91,38908.7,29,0,543,438,34280.77930500408,8,1,0,0
503,Lisa Hicks,12611.27,21761.81,13077.33,21890.31,14848.41,14960.43,17139.44,19863.09,15569.88,35316.93,39782.23,15727.16,57,1,4776,367,36865.572548318676,5,0,3,1
504,Brooke Rogers,3532.09,3676.64,3526.43,2823.85,3806.1,2676.16,5995.34,9761.79,8077.96,8057.73,3427.21,3576.05,55,0,4221,610,6104.908111801956,9,0,1,3
505,Kevin Peterson,15692.12,13188.75,18568.62,18683.78,11754.98,12023.32,17041.83,10282.87,11105.43,11216.94,25941.82,21037.52,61,0,243,867,35731.78006280555,6,0,1,1
506,Ian Carrillo,11238.54,16717.15,13953.51,9965.55,15634.75,17224.03,13261.01,28068.52,22160.07,23762.36,17815.76,10625.36,48,1,1791,600,40374.92593240749,8,0,1,3
507,Sean Smith,3803.96,5583.07,3864.78,5374.28,4897.8,6130.41,5765.89,10106.86,6941.65,8537.47,7529.03,10004.68,68,0,4026,818,12567.627611957896,7,0,2,4
508,Bryan Martin,12214.71,12515.06,8089.12,9231.47,12163.21,11640.8,7630.71,10275.95,23788.19,33452.19,20688.47,11218.13,61,0,4592,328,24660.264610442264,6,1,0,2
509,Rita Lambert,15733.6,15212.75,12382.93,13966.21,13507.27,14964.11,18425.38,19559.77,50682.6,50560.44,37934.73,34775.24,42,0,3928,554,34117.04385737951,5,0,3,3
510,Alexis Myers,2857.57,7562.45,7535.42,5543.66,5127.48,7344.06,6980.72,2231.68,2412.13,2382.92,2743.19,2778.82,73,1,4560,638,5936.435531709905,5,0,1,5
511,Randy Palmer,14350.27,15242.34,11967.55,13908.95,20994.78,13490.41,20553.19,11274.94,9349.73,8584.09,12268.67,7400.34,67,0,947,493,26171.70983178334,8,0,1,6
512,Dylan Fuller,20091.69,20983.25,14242.77,23937.21,23457.79,17823.46,23409.88,42101.62,42479.46,20035.85,15484.93,18652.97,22,1,2774,468,46543.17799752589,10,1,0,0
513,Rodney Norris,5830.34,5024.6,4167.06,6998.5,5082.78,5192.89,14814.95,6967.13,4800.33,6162.45,5507.92,5855.33,51,0,1979,324,15665.645356857667,6,1,0,0
514,Marilyn Miller,60036.88,21936.09,16566.59,12666.25,21779.67,18189.58,22493.37,20663.15,15715.01,18956.2,20481.44,20541.95,29,1,2219,821,49764.66801882378,3,0,3,0
515,Ashley Spence,23007.46,16638.29,18482.28,16821.03,16215.08,18721.57,22878.37,23875.03,20500.5,13355.07,62161.31,17857.51,23,0,2236,499,42816.43354245694,5,1,0,0
516,Megan Foley,15848.51,20431.41,21603.92,14735.88,20397.01,16240.78,16084.99,20360.35,53735.26,21435.49,18605.47,13501.25,21,1,2226,304,39426.79001059613,11,0,1,0
517,Kevin Solomon,12487.5,8928.28,7523.61,4998.17,5321.5,7525.07,5919.07,6731.47,7497.85,7455.53,8653.84,6570.26,67,1,4685,380,20074.328665503133,8,1,0,1
518,Nicholas Day,10788.29,10742.02,12047.68,9712.72,16725.59,15868.82,17276.98,10630.93,12780.47,14763.93,29555.7,33244.46,25,0,641,782,29813.426222728205,6,0,1,1
519,Jose Clark,9684.93,8760.78,9498.16,11183.06,9409.86,9802.35,6327.92,11849.96,11860.62,12863.8,18751.76,9706.61,28,1,3307,828,22600.625307446244,7,1,0,1
520,Sean Morton,38433.22,61164.28,57098.16,55146.13,53077.32,46379.17,33342.73,50190.75,38714.27,54309.76,22233.6,16119.92,53,1,4759,338,36655.77625031361,5,0,2,9
521,Jerry Schmidt,19995.73,21535.25,17306.86,23545.52,20766.95,46634.88,51654.49,42045.65,54894.51,53877.02,40158.88,49446.7,77,0,4878,469,54466.30459835992,6,0,1,6
522,Kimberly Diaz,9750.32,10450.81,10286.33,7239.09,10301.79,7933.08,27212.72,30584.71,20682.51,29988.2,12039.98,10443.82,64,1,1837,708,22773.952767367646,5,0,2,3
523,Dana Thompson,7565.55,6110.91,5914.47,9759.1,8466.85,13065.41,12525.81,11866.74,6444.85,5780.78,4894.73,7771.06,32,0,3944,550,14365.154468304461,6,0,2,4
524,Jeffrey Keller,18127.77,21598.21,13942.13,17977.02,19906.03,23695.5,20915.16,18326.31,22550.57,63251.82,45053.18,16564.47,43,0,3629,314,43795.10410036337,6,0,2,1
525,Robert Fowler,15823.96,39495.94,33624.79,31434.19,32328.67,28713.85,41175.39,34834.88,18105.33,15151.23,11965.88,10484.95,24,0,2552,732,40719.70467844174,8,0,2,6
526,Austin Roth,8095.71,9004.65,11907.2,7948.11,13221.59,12698.12,23442.59,9709.37,12408.76,10005.94,11945.97,11801.69,61,1,2311,388,28950.59901618912,3,1,0,0
527,Kimberly Mclaughlin,2976.71,3575.46,3999.12,8059.55,12995.12,12659.73,11941.81,8366.45,9871.61,13199.27,13016.84,8850.33,56,1,1940,781,8150.814840246675,4,0,1,8
528,Natalie Chang,15447.64,11214.41,14154.53,18936.85,14082.46,35992.29,32179.13,32878.93,33732.41,37584.73,11602.36,15341.0,59,1,4276,693,37969.79608379,4,0,2,4
529,Cheryl Dixon,12698.08,16454.72,10435.15,15965.4,17310.27,17626.93,10824.37,11893.85,17961.83,17271.84,13789.3,23002.19,33,0,381,360,32638.084297670703,11,1,0,0
530,Mario Downs,18543.15,13749.35,22145.28,57969.2,43910.53,56285.88,18699.12,22230.33,16654.12,14708.94,22440.93,18051.08,68,1,4764,817,52419.5435632041,11,1,0,0
531,Robert Carpenter,13280.14,15394.75,14792.59,18132.76,12245.73,25170.94,31002.08,37599.35,17183.67,15628.23,17549.13,14177.83,32,0,2555,622,40715.76862867367,8,0,2,2
532,Kristine Black,7519.44,7187.78,6981.18,27953.01,23051.23,20818.11,20996.58,17135.64,23494.06,19303.92,23091.6,8526.99,74,1,2325,453,23952.39250564419,5,1,0,7
533,Andrew Long,13420.29,13915.67,16732.34,14216.98,20487.9,14364.93,17842.96,11151.02,11973.49,10741.82,13532.48,16648.62,36,0,1839,435,30018.686126276752,3,0,1,0
534,Matthew Ayala,9425.94,6773.64,5938.14,6576.62,9688.4,20035.92,14936.3,22458.37,23434.44,18076.68,23675.13,9750.06,22,1,422,622,18517.797514520575,3,1,0,4
535,Julie Perry,9344.39,9134.68,6506.04,8172.73,9184.89,5714.03,7554.28,17758.04,27608.47,27018.93,16449.33,25769.43,69,1,1880,769,21184.893584572616,4,0,1,4
536,Timothy Johnson,24504.9,23356.29,14914.59,17762.0,24653.83,17976.18,17807.23,18562.08,38219.09,67298.37,69155.97,23845.55,43,0,4141,714,43507.41835206352,9,0,1,2
537,Joseph Thornton,11349.75,17836.68,15829.56,13161.77,12382.2,12389.61,15100.04,11621.28,12373.4,46168.5,15287.76,16373.08,17,1,4034,645,46385.55739475048,11,0,3,0
538,Seth Gutierrez,4505.21,3771.27,5773.04,4519.2,5164.18,14806.79,11420.96,11556.98,6009.56,4999.53,3419.32,4356.91,31,1,4437,806,11294.076431396159,11,1,0,1
539,Patrick Hunt,18273.08,24606.91,20064.1,24759.09,24506.87,22466.2,24892.73,25101.29,20886.8,14833.33,24537.64,16010.24,66,1,4957,783,25601.832783477865,7,0,1,11
540,Michael Anderson,4075.94,5733.08,3648.92,4363.06,4982.85,3722.95,3628.41,4112.37,4794.74,5183.41,3331.53,5930.47,63,1,3686,323,10283.35128416576,5,0,3,0
541,Heather Brown,27033.12,30008.81,18696.03,33054.87,32452.86,29856.08,18609.19,25424.0,23974.92,26475.14,25423.22,12162.74,41,0,3381,651,30344.007752470723,6,0,2,10
542,David Robinson,4242.24,4672.3,6813.24,5652.44,4975.2,6448.61,6227.4,3052.72,3538.34,3738.89,3358.95,4676.57,65,0,652,821,8554.535070742557,4,0,3,6
543,Jessica Trujillo,18724.54,16128.15,14084.14,13496.21,17555.7,13136.35,19028.85,17791.78,17305.54,19507.22,14337.66,14988.71,19,0,3560,839,43404.344032772795,7,0,2,0
544,Lisa Ross,16327.31,13040.0,16062.22,17744.7,23322.85,20048.75,13650.68,15043.87,18913.97,17546.69,18308.26,19317.28,55,1,460,590,44872.84916831562,12,1,0,0
545,Valerie Jones,30578.28,45809.92,45869.01,26791.32,45941.04,34827.24,32716.45,38036.16,34526.43,17451.03,19045.9,15536.19,51,1,465,578,46967.45858853708,6,1,0,6
546,Samantha Jones,15119.59,10791.48,12378.78,11399.66,16564.61,26580.08,19336.73,16619.74,17662.58,14538.26,12148.64,10699.33,70,1,2136,564,29784.43479374766,5,1,0,0
547,Ryan Smith,9543.67,13464.22,9135.26,9990.64,13326.65,12064.66,15905.99,16059.77,37491.25,27395.36,16584.56,14516.0,48,0,840,632,27874.770481567353,4,1,0,0
548,Patricia Bailey,9702.08,11978.82,11352.12,8026.72,10711.81,9336.24,12463.99,9051.59,28029.72,21399.17,7369.23,8290.92,59,0,551,538,26468.467629233543,9,0,3,1
549,Joseph English,16569.68,15398.38,16022.31,13647.98,20823.83,21230.98,21983.23,16476.74,13490.42,35380.75,24700.18,40251.32,74,1,4374,650,49835.272118363086,4,0,2,2
550,Gregory Chan,9479.27,8773.17,6042.01,9920.96,9736.9,8527.54,8824.62,6264.79,6926.7,8771.92,9486.29,17808.71,62,1,2372,440,17502.088047465648,4,0,1,0
551,Timothy Bowman,10373.06,11447.24,11464.41,8020.87,10886.24,12466.98,8698.47,13683.65,14629.56,12515.61,10423.25,7702.27,51,0,2967,511,22003.097523189,9,1,0,1
552,James Campos,17714.97,24012.33,20791.83,23245.71,16267.91,20001.73,39873.29,49117.53,43282.85,50999.34,45232.85,39586.7,57,0,151,888,52129.73439588661,7,0,3,5
553,William Little,4388.94,4487.32,5575.11,5836.55,5091.94,13952.68,10694.45,9062.34,10603.83,3840.64,3417.36,5233.13,66,0,325,878,11739.987963159683,4,0,2,3
554,Billy Keller,9601.1,14051.06,14788.63,11197.85,10177.89,12001.26,12651.38,13751.45,17128.08,17340.73,24656.53,25209.39,80,0,3695,390,31477.207233247893,6,0,1,3
555,Stephanie Peterson,2877.16,2415.23,2135.83,2983.41,2878.77,1701.26,2234.83,1682.11,2722.26,1915.07,1791.57,4768.42,76,0,3014,723,6448.9288043745955,8,1,0,0
556,Stephen Roach,5139.68,11788.49,8679.16,7652.28,8048.44,10236.82,9103.44,7215.38,9578.59,3944.98,4828.38,4514.75,70,0,2945,304,10147.25359118769,8,0,3,7
557,Zachary White,18575.24,14648.07,11053.98,15427.68,26396.44,12224.38,18121.92,18853.48,11240.48,13696.17,17837.68,16936.45,36,0,4208,875,33214.48727903327,10,0,1,0
558,Thomas Small,12482.7,11608.82,10055.74,8746.33,8531.85,11877.58,26415.47,28215.73,20716.76,30946.22,29538.85,28383.98,27,0,92,680,27329.75880088408,9,1,0,0
559,Jonathan Benitez,7971.33,12797.24,11893.26,24496.29,22103.2,24196.54,24916.95,17865.95,17043.82,28214.83,10079.89,10421.37,31,0,3707,484,31385.802595108995,14,1,0,2
560,Kim Robinson,2241.15,3543.52,3055.64,2731.25,3749.37,3322.4,3438.61,2371.83,3304.0,9062.87,2825.52,4031.97,38,1,3899,809,8213.459811084876,4,0,2,0
561,Juan Ball,4103.85,3467.36,3579.12,2482.62,10603.53,10434.06,8182.26,6988.22,9406.61,7342.79,9982.02,4071.99,17,1,3287,702,8106.248738119281,12,0,1,6
562,Michelle Estrada,2035.18,6798.49,9149.15,8350.85,6534.96,6774.59,8419.58,5541.28,7503.59,9213.98,9134.75,3421.37,44,0,4987,367,7426.653760132862,11,0,3,9
563,Brittany Adkins,18168.81,14254.25,18544.74,18125.32,14781.52,42240.16,14160.53,18964.38,14794.04,13870.31,11038.5,17950.23,32,1,225,382,31987.253612837325,4,0,2,0
564,Sharon Cook,10687.64,14874.18,11521.35,14422.62,15723.3,11570.85,13358.55,10079.77,9326.71,11935.89,30948.12,37264.11,18,1,542,438,32682.445705163474,9,1,0,1
565,Daniel Fischer,12244.67,17875.89,18377.68,14500.46,15395.77,11974.6,17404.4,13213.03,16662.46,12574.18,38308.15,17714.97,53,1,4954,356,35907.07937292684,8,1,0,0
566,Michael Moran,38463.46,22963.07,38610.99,35049.81,22248.49,24750.53,14744.92,13323.94,9602.05,13651.84,14735.6,9139.07,47,1,4395,754,30191.766602273812,11,0,3,5
567,Ronald Parker,11326.32,7870.32,12146.14,9929.17,9247.64,9740.43,12340.07,10710.52,11133.63,8969.41,19118.9,31111.27,80,1,381,832,27563.863196655268,13,1,0,1
568,Laura Harrell,10392.78,25828.43,27024.95,20092.49,27892.22,19728.25,28296.09,19101.66,22748.2,9571.37,10680.8,15141.44,25,1,1615,876,23703.397409989506,9,1,0,2
569,Nicholas Wood,18101.38,13075.63,15428.8,16645.58,16076.62,33772.5,19741.05,33261.8,32758.44,15959.29,23073.97,22488.41,44,0,4986,534,45329.89334866153,13,1,0,1
570,Ariel Salazar,43482.26,43721.17,42829.9,53258.3,53804.59,50803.82,32009.84,36234.63,13921.27,16965.89,12910.21,15009.4,31,0,3445,775,45077.94097634706,13,0,2,7
571,Cynthia Williams,6535.32,6653.84,13443.11,6558.28,4174.9,5557.62,5068.47,6713.86,4730.51,6395.02,4999.7,4464.71,31,0,1619,305,14684.699646304545,11,1,0,0
572,Bethany Hernandez,5366.35,3430.66,4983.79,3297.12,2979.45,4836.36,3303.44,4799.67,4425.21,2106.01,1570.11,2352.77,50,0,895,708,4810.6426812269065,10,1,0,1
573,Robert Gonzales,2993.29,4019.19,2868.34,2721.68,2571.37,2530.6,11461.82,9343.45,6950.33,6634.24,8289.07,8694.75,33,0,4452,756,9441.895053728284,11,1,0,3
574,Matthew Barron,14938.58,13870.62,11736.29,11218.18,18761.65,14178.49,14226.42,18824.31,12902.05,17996.29,14176.9,12619.0,42,0,4930,895,22749.72823799918,8,0,3,11
575,Brent Simpson,12688.75,12309.81,13456.32,10957.18,13081.66,7655.44,7644.65,8269.78,11254.38,15111.13,22036.32,8376.86,35,0,701,339,23195.490371289077,10,0,2,1
576,Michelle Collins,15089.44,11277.17,13373.41,16970.55,42136.8,32868.81,36401.33,38363.02,44551.97,27981.1,37087.31,33442.98,35,0,3632,799,33251.25622283835,9,0,2,7
577,Nicholas Gray,6638.6,5986.55,9561.34,7622.73,22689.41,22306.62,9910.22,7907.51,10250.03,8229.33,7581.61,7313.86,32,0,1657,601,23972.972804655714,10,0,3,1
578,Adam Davidson,18512.75,12697.6,15786.61,15797.95,15919.97,14884.47,12730.83,53476.77,51399.46,35111.0,40060.52,46144.52,34,1,2590,845,39977.53255069977,8,1,0,3
579,Paul Harris,18654.15,16864.87,11581.65,11843.18,18008.86,11054.84,15704.08,15126.49,36047.3,45336.56,16415.25,13613.42,49,0,4539,825,31941.979195401094,7,1,0,0
580,Timothy Clark,13455.56,12354.66,11439.12,11369.8,20020.33,27672.63,26285.73,28428.49,27021.79,23419.72,8941.05,9471.95,75,1,4843,439,21850.022253740273,11,1,0,4
581,Bobby Thomas,16559.01,22810.31,15733.37,20822.05,15388.36,18795.85,14148.36,18479.31,23595.31,13679.46,31336.51,41515.78,17,0,384,740,41258.632454137485,4,1,0,0
582,Melissa Smith,14017.8,14297.45,16979.52,13753.49,18145.05,19473.13,19330.44,17993.05,11719.68,14912.96,28988.08,14970.69,17,1,3376,421,35956.84440524229,6,0,1,0
